Testing with Activation Function: ReLU
Activation: ReLU, PassengerId: 1150, Prediction: 1
Activation: ReLU, PassengerId: 1151, Prediction: 0
Activation: ReLU, PassengerId: 1152, Prediction: 0
Activation: ReLU, PassengerId: 1153, Prediction: 0
Activation: ReLU, PassengerId: 1154, Prediction: 1
Activation: ReLU, PassengerId: 1155, Prediction: 1
Activation: ReLU, PassengerId: 1156, Prediction: 1
Activation: ReLU, PassengerId: 1157, Prediction: 0
Activation: ReLU, PassengerId: 1158, Prediction: 0
Activation: ReLU, PassengerId: 1159, Prediction: 0
Activation: ReLU, PassengerId: 1160, Prediction: 0
Activation: ReLU, PassengerId: 1161, Prediction: 0
Activation: ReLU, PassengerId: 1162, Prediction: 0
Activation: ReLU, PassengerId: 1163, Prediction: 0
Activation: ReLU, PassengerId: 1164, Prediction: 1
Activation: ReLU, PassengerId: 1165, Prediction: 1
Activation: ReLU, PassengerId: 1166, Prediction: 0
Activation: ReLU, PassengerId: 1167, Prediction: 1
Activation: ReLU, PassengerId: 1168, Prediction: 0
Activation: ReLU, PassengerId: 1169, Prediction: 0
Activation: ReLU, PassengerId: 1170, Prediction: 0
Activation: ReLU, PassengerId: 1171, Prediction: 0
Activation: ReLU, PassengerId: 1172, Prediction: 0
Activation: ReLU, PassengerId: 1173, Prediction: 1
Activation: ReLU, PassengerId: 1174, Prediction: 1
Activation: ReLU, PassengerId: 1175, Prediction: 0
Activation: ReLU, PassengerId: 1176, Prediction: 1
Activation: ReLU, PassengerId: 1177, Prediction: 0
Activation: ReLU, PassengerId: 1178, Prediction: 0
Activation: ReLU, PassengerId: 1179, Prediction: 0
Activation: ReLU, PassengerId: 1180, Prediction: 0
Activation: ReLU, PassengerId: 1181, Prediction: 0
Activation: ReLU, PassengerId: 1182, Prediction: 0
Activation: ReLU, PassengerId: 1183, Prediction: 0
Activation: ReLU, PassengerId: 1184, Prediction: 0
Activation: ReLU, PassengerId: 1185, Prediction: 0
Activation: ReLU, PassengerId: 1186, Prediction: 0
Activation: ReLU, PassengerId: 1187, Prediction: 0
Activation: ReLU, PassengerId: 1188, Prediction: 1
Activation: ReLU, PassengerId: 1189, Prediction: 0
Activation: ReLU, PassengerId: 1190, Prediction: 0
Activation: ReLU, PassengerId: 1191, Prediction: 0
Activation: ReLU, PassengerId: 1192, Prediction: 0
Activation: ReLU, PassengerId: 1193, Prediction: 0
Activation: ReLU, PassengerId: 1194, Prediction: 0
Activation: ReLU, PassengerId: 1195, Prediction: 0
Activation: ReLU, PassengerId: 1196, Prediction: 1
Activation: ReLU, PassengerId: 1197, Prediction: 1
Activation: ReLU, PassengerId: 1198, Prediction: 0
Activation: ReLU, PassengerId: 1199, Prediction: 1
Activation: ReLU, PassengerId: 1200, Prediction: 0
Activation: ReLU, PassengerId: 1201, Prediction: 0
Activation: ReLU, PassengerId: 1202, Prediction: 0
Activation: ReLU, PassengerId: 1203, Prediction: 0
Activation: ReLU, PassengerId: 1204, Prediction: 0
Activation: ReLU, PassengerId: 1205, Prediction: 0
Activation: ReLU, PassengerId: 1206, Prediction: 1
Activation: ReLU, PassengerId: 1207, Prediction: 1
Activation: ReLU, PassengerId: 1208, Prediction: 1
Activation: ReLU, PassengerId: 1209, Prediction: 0
Activation: ReLU, PassengerId: 1210, Prediction: 0
Activation: ReLU, PassengerId: 1211, Prediction: 0
Activation: ReLU, PassengerId: 1212, Prediction: 0
Activation: ReLU, PassengerId: 1213, Prediction: 0
Activation: ReLU, PassengerId: 1214, Prediction: 0
Activation: ReLU, PassengerId: 1215, Prediction: 1
Activation: ReLU, PassengerId: 1216, Prediction: 1
Activation: ReLU, PassengerId: 1217, Prediction: 0
Activation: ReLU, PassengerId: 1218, Prediction: 0
Activation: ReLU, PassengerId: 1219, Prediction: 0
Activation: ReLU, PassengerId: 1220, Prediction: 0
Activation: ReLU, PassengerId: 1221, Prediction: 0
Activation: ReLU, PassengerId: 1222, Prediction: 1
Activation: ReLU, PassengerId: 1223, Prediction: 0
Activation: ReLU, PassengerId: 1224, Prediction: 0
Activation: ReLU, PassengerId: 1225, Prediction: 1
Activation: ReLU, PassengerId: 1226, Prediction: 0
Activation: ReLU, PassengerId: 1227, Prediction: 0
Activation: ReLU, PassengerId: 1228, Prediction: 0
Activation: ReLU, PassengerId: 1229, Prediction: 0
Activation: ReLU, PassengerId: 1230, Prediction: 0
Activation: ReLU, PassengerId: 1231, Prediction: 1
Activation: ReLU, PassengerId: 1232, Prediction: 0
Activation: ReLU, PassengerId: 1233, Prediction: 0
Activation: ReLU, PassengerId: 1234, Prediction: 0
Activation: ReLU, PassengerId: 1235, Prediction: 1
Activation: ReLU, PassengerId: 1236, Prediction: 1
Activation: ReLU, PassengerId: 1237, Prediction: 1
Activation: ReLU, PassengerId: 1238, Prediction: 0
Activation: ReLU, PassengerId: 1239, Prediction: 1
Activation: ReLU, PassengerId: 1240, Prediction: 0
Activation: ReLU, PassengerId: 1241, Prediction: 1
Activation: ReLU, PassengerId: 1242, Prediction: 1
Activation: ReLU, PassengerId: 1243, Prediction: 0
Activation: ReLU, PassengerId: 1244, Prediction: 0
Activation: ReLU, PassengerId: 1245, Prediction: 0
Activation: ReLU, PassengerId: 1246, Prediction: 1
Activation: ReLU, PassengerId: 1247, Prediction: 1
Activation: ReLU, PassengerId: 1248, Prediction: 1
Activation: ReLU, PassengerId: 1249, Prediction: 0
Activation: ReLU, PassengerId: 1250, Prediction: 0
Activation: ReLU, PassengerId: 1251, Prediction: 1
Activation: ReLU, PassengerId: 1252, Prediction: 0
Activation: ReLU, PassengerId: 1253, Prediction: 1
Activation: ReLU, PassengerId: 1254, Prediction: 1
Activation: ReLU, PassengerId: 1255, Prediction: 0
Activation: ReLU, PassengerId: 1256, Prediction: 1
Activation: ReLU, PassengerId: 1257, Prediction: 0
Activation: ReLU, PassengerId: 1258, Prediction: 0
Activation: ReLU, PassengerId: 1259, Prediction: 1
Activation: ReLU, PassengerId: 1260, Prediction: 1
Activation: ReLU, PassengerId: 1261, Prediction: 1
Activation: ReLU, PassengerId: 1262, Prediction: 0
Activation: ReLU, PassengerId: 1263, Prediction: 1
Activation: ReLU, PassengerId: 1264, Prediction: 0
Activation: ReLU, PassengerId: 1265, Prediction: 0
Activation: ReLU, PassengerId: 1266, Prediction: 1
Activation: ReLU, PassengerId: 1267, Prediction: 1
Activation: ReLU, PassengerId: 1268, Prediction: 1
Activation: ReLU, PassengerId: 1269, Prediction: 0
Activation: ReLU, PassengerId: 1270, Prediction: 0
Activation: ReLU, PassengerId: 1271, Prediction: 0
Activation: ReLU, PassengerId: 1272, Prediction: 0
Activation: ReLU, PassengerId: 1273, Prediction: 0
Activation: ReLU, PassengerId: 1274, Prediction: 1
Activation: ReLU, PassengerId: 1275, Prediction: 0
Activation: ReLU, PassengerId: 1276, Prediction: 0
Activation: ReLU, PassengerId: 1277, Prediction: 0
Activation: ReLU, PassengerId: 1278, Prediction: 0
Activation: ReLU, PassengerId: 1279, Prediction: 0
Activation: ReLU, PassengerId: 1280, Prediction: 0
Activation: ReLU, PassengerId: 1281, Prediction: 0
Activation: ReLU, PassengerId: 1282, Prediction: 0
Activation: ReLU, PassengerId: 1283, Prediction: 1
Activation: ReLU, PassengerId: 1284, Prediction: 0
Activation: ReLU, PassengerId: 1285, Prediction: 0
Activation: ReLU, PassengerId: 1286, Prediction: 0
Activation: ReLU, PassengerId: 1287, Prediction: 1
Activation: ReLU, PassengerId: 1288, Prediction: 0
Activation: ReLU, PassengerId: 1289, Prediction: 1
Activation: ReLU, PassengerId: 1290, Prediction: 0
Activation: ReLU, PassengerId: 1291, Prediction: 0
Activation: ReLU, PassengerId: 1292, Prediction: 1
Activation: ReLU, PassengerId: 1293, Prediction: 0
Activation: ReLU, PassengerId: 1294, Prediction: 1
Activation: ReLU, PassengerId: 1295, Prediction: 0
Activation: ReLU, PassengerId: 1296, Prediction: 0
Activation: ReLU, PassengerId: 1297, Prediction: 0
Activation: ReLU, PassengerId: 1298, Prediction: 0
Activation: ReLU, PassengerId: 1299, Prediction: 0
Activation: ReLU, PassengerId: 1300, Prediction: 1
Activation: ReLU, PassengerId: 1301, Prediction: 1
Activation: ReLU, PassengerId: 1302, Prediction: 1
Activation: ReLU, PassengerId: 1303, Prediction: 1
Activation: ReLU, PassengerId: 1304, Prediction: 0
Activation: ReLU, PassengerId: 1305, Prediction: 0
Activation: ReLU, PassengerId: 1306, Prediction: 1
Activation: ReLU, PassengerId: 1307, Prediction: 0
Activation: ReLU, PassengerId: 1308, Prediction: 0
Activation: ReLU, PassengerId: 1309, Prediction: 1
==================================================
Testing with Activation Function: Sigmoid
Epoch [1/1000] - Loss: 0.6688
Epoch [2/1000] - Loss: 0.6412
Epoch [3/1000] - Loss: 0.6209
Epoch [4/1000] - Loss: 0.6029
Epoch [5/1000] - Loss: 0.5918
Epoch [6/1000] - Loss: 0.5809
Epoch [7/1000] - Loss: 0.5733
Epoch [8/1000] - Loss: 0.5667
Epoch [9/1000] - Loss: 0.5561
Epoch [10/1000] - Loss: 0.5508
Epoch [11/1000] - Loss: 0.5479
Epoch [12/1000] - Loss: 0.5306
Epoch [13/1000] - Loss: 0.5253
Epoch [14/1000] - Loss: 0.5224
Epoch [15/1000] - Loss: 0.5127
Epoch [16/1000] - Loss: 0.5051
Epoch [17/1000] - Loss: 0.4962
Epoch [18/1000] - Loss: 0.4909
Epoch [19/1000] - Loss: 0.4879
Epoch [20/1000] - Loss: 0.4817
Epoch [21/1000] - Loss: 0.4710
Epoch [22/1000] - Loss: 0.4735
Epoch [23/1000] - Loss: 0.4611
Epoch [24/1000] - Loss: 0.4600
Epoch [25/1000] - Loss: 0.4618
Epoch [26/1000] - Loss: 0.4521
Epoch [27/1000] - Loss: 0.4564
Epoch [28/1000] - Loss: 0.4491
Epoch [29/1000] - Loss: 0.4466
Epoch [30/1000] - Loss: 0.4449
Epoch [31/1000] - Loss: 0.4483
Epoch [32/1000] - Loss: 0.4397
Epoch [33/1000] - Loss: 0.4404
Epoch [34/1000] - Loss: 0.4363
Epoch [35/1000] - Loss: 0.4298
Epoch [36/1000] - Loss: 0.4310
Epoch [37/1000] - Loss: 0.4216
Epoch [38/1000] - Loss: 0.4247
Epoch [39/1000] - Loss: 0.4200
Epoch [40/1000] - Loss: 0.4239
Epoch [41/1000] - Loss: 0.4166
Epoch [42/1000] - Loss: 0.4159
Epoch [43/1000] - Loss: 0.4180
Epoch [44/1000] - Loss: 0.4155
Epoch [45/1000] - Loss: 0.4139
Epoch [46/1000] - Loss: 0.4086
Epoch [47/1000] - Loss: 0.4105
Epoch [48/1000] - Loss: 0.4158
Epoch [49/1000] - Loss: 0.4138
Epoch [50/1000] - Loss: 0.4063
Epoch [51/1000] - Loss: 0.4058
Epoch [52/1000] - Loss: 0.4059
Epoch [53/1000] - Loss: 0.4006
Epoch [54/1000] - Loss: 0.4109
Epoch [55/1000] - Loss: 0.4002
Epoch [56/1000] - Loss: 0.4044
Epoch [57/1000] - Loss: 0.3990
Epoch [58/1000] - Loss: 0.3967
Epoch [59/1000] - Loss: 0.3972
Epoch [60/1000] - Loss: 0.3964
Epoch [61/1000] - Loss: 0.3979
Epoch [62/1000] - Loss: 0.4011
Epoch [63/1000] - Loss: 0.3999
Epoch [64/1000] - Loss: 0.3957
Epoch [65/1000] - Loss: 0.3978
Epoch [66/1000] - Loss: 0.3976
Epoch [67/1000] - Loss: 0.3936
Epoch [68/1000] - Loss: 0.3952
Epoch [69/1000] - Loss: 0.3939
Epoch [70/1000] - Loss: 0.3846
Epoch [71/1000] - Loss: 0.3872
Epoch [72/1000] - Loss: 0.3869
Epoch [73/1000] - Loss: 0.3880
Epoch [74/1000] - Loss: 0.3841
Epoch [75/1000] - Loss: 0.3967
Epoch [76/1000] - Loss: 0.3903
Epoch [77/1000] - Loss: 0.3852
Epoch [78/1000] - Loss: 0.3835
Epoch [79/1000] - Loss: 0.3888
Epoch [80/1000] - Loss: 0.3865
Epoch [81/1000] - Loss: 0.3796
Epoch [82/1000] - Loss: 0.3858
Epoch [83/1000] - Loss: 0.3895
Epoch [84/1000] - Loss: 0.3785
Epoch [85/1000] - Loss: 0.3828
Epoch [86/1000] - Loss: 0.3851
Epoch [87/1000] - Loss: 0.3794
Epoch [88/1000] - Loss: 0.3887
Epoch [89/1000] - Loss: 0.3778
Epoch [90/1000] - Loss: 0.3772
Epoch [91/1000] - Loss: 0.3732
Epoch [92/1000] - Loss: 0.3785
Epoch [93/1000] - Loss: 0.3751
Epoch [94/1000] - Loss: 0.3814
Epoch [95/1000] - Loss: 0.3696
Epoch [96/1000] - Loss: 0.3778
Epoch [97/1000] - Loss: 0.3725
Epoch [98/1000] - Loss: 0.3719
Epoch [99/1000] - Loss: 0.3669
Epoch [100/1000] - Loss: 0.3752
Epoch [101/1000] - Loss: 0.3711
Epoch [102/1000] - Loss: 0.3698
Epoch [103/1000] - Loss: 0.3698
Epoch [104/1000] - Loss: 0.3675
Epoch [105/1000] - Loss: 0.3729
Epoch [106/1000] - Loss: 0.3668
Epoch [107/1000] - Loss: 0.3672
Epoch [108/1000] - Loss: 0.3674
Epoch [109/1000] - Loss: 0.3642
Epoch [110/1000] - Loss: 0.3678
Epoch [111/1000] - Loss: 0.3629
Epoch [112/1000] - Loss: 0.3621
Epoch [113/1000] - Loss: 0.3634
Epoch [114/1000] - Loss: 0.3728
Epoch [115/1000] - Loss: 0.3645
Epoch [116/1000] - Loss: 0.3639
Epoch [117/1000] - Loss: 0.3635
Epoch [118/1000] - Loss: 0.3639
Epoch [119/1000] - Loss: 0.3556
Epoch [120/1000] - Loss: 0.3640
Epoch [121/1000] - Loss: 0.3682
Epoch [122/1000] - Loss: 0.3579
Epoch [123/1000] - Loss: 0.3609
Epoch [124/1000] - Loss: 0.3665
Epoch [125/1000] - Loss: 0.3556
Epoch [33/1000] - Loss: 0.4404
Epoch [33/1000] - Loss: 0.4404
Epoch [33/1000] - Loss: 0.4404
Epoch [33/1000] - Loss: 0.4404
Epoch [33/1000] - Loss: 0.4404
Epoch [33/1000] - Loss: 0.4404
Epoch [33/1000] - Loss: 0.4404
Epoch [33/1000] - Loss: 0.4404
Epoch [33/1000] - Loss: 0.4404
Epoch [33/1000] - Loss: 0.4404
Activation: Sigmoid, PassengerId: 919, Prediction: 0
Activation: Sigmoid, PassengerId: 920, Prediction: 1
Activation: Sigmoid, PassengerId: 921, Prediction: 0
Activation: Sigmoid, PassengerId: 922, Prediction: 0
Activation: Sigmoid, PassengerId: 923, Prediction: 0
Activation: Sigmoid, PassengerId: 924, Prediction: 0
Activation: Sigmoid, PassengerId: 925, Prediction: 0
Activation: Sigmoid, PassengerId: 926, Prediction: 1
Activation: Sigmoid, PassengerId: 927, Prediction: 1
Activation: Sigmoid, PassengerId: 928, Prediction: 0
Activation: Sigmoid, PassengerId: 929, Prediction: 0
Activation: Sigmoid, PassengerId: 930, Prediction: 0
Activation: Sigmoid, PassengerId: 931, Prediction: 1
Activation: Sigmoid, PassengerId: 932, Prediction: 0
Activation: Sigmoid, PassengerId: 933, Prediction: 0
Activation: Sigmoid, PassengerId: 934, Prediction: 0
Activation: Sigmoid, PassengerId: 935, Prediction: 1
Activation: Sigmoid, PassengerId: 936, Prediction: 1
Activation: Sigmoid, PassengerId: 937, Prediction: 0
Activation: Sigmoid, PassengerId: 938, Prediction: 0
Activation: Sigmoid, PassengerId: 939, Prediction: 0
Activation: Sigmoid, PassengerId: 940, Prediction: 1
Activation: Sigmoid, PassengerId: 941, Prediction: 0
Activation: Sigmoid, PassengerId: 942, Prediction: 0
Activation: Sigmoid, PassengerId: 943, Prediction: 0
Activation: Sigmoid, PassengerId: 944, Prediction: 1
Activation: Sigmoid, PassengerId: 945, Prediction: 1
Activation: Sigmoid, PassengerId: 946, Prediction: 0
Activation: Sigmoid, PassengerId: 947, Prediction: 0
Activation: Sigmoid, PassengerId: 948, Prediction: 0
Activation: Sigmoid, PassengerId: 949, Prediction: 0
Activation: Sigmoid, PassengerId: 950, Prediction: 0
Activation: Sigmoid, PassengerId: 951, Prediction: 1
Activation: Sigmoid, PassengerId: 952, Prediction: 0
Activation: Sigmoid, PassengerId: 953, Prediction: 0
Activation: Sigmoid, PassengerId: 954, Prediction: 0
Activation: Sigmoid, PassengerId: 955, Prediction: 1
Activation: Sigmoid, PassengerId: 956, Prediction: 1
Activation: Sigmoid, PassengerId: 957, Prediction: 1
Activation: Sigmoid, PassengerId: 958, Prediction: 1
Activation: Sigmoid, PassengerId: 959, Prediction: 0
Activation: Sigmoid, PassengerId: 960, Prediction: 0
Activation: Sigmoid, PassengerId: 961, Prediction: 0
Activation: Sigmoid, PassengerId: 962, Prediction: 1
Activation: Sigmoid, PassengerId: 963, Prediction: 0
Activation: Sigmoid, PassengerId: 964, Prediction: 0
Activation: Sigmoid, PassengerId: 965, Prediction: 0
Activation: Sigmoid, PassengerId: 966, Prediction: 1
Activation: Sigmoid, PassengerId: 967, Prediction: 0
Activation: Sigmoid, PassengerId: 968, Prediction: 0
Activation: Sigmoid, PassengerId: 969, Prediction: 1
Activation: Sigmoid, PassengerId: 970, Prediction: 0
Activation: Sigmoid, PassengerId: 971, Prediction: 1
Activation: Sigmoid, PassengerId: 972, Prediction: 1
Activation: Sigmoid, PassengerId: 973, Prediction: 0
Activation: Sigmoid, PassengerId: 974, Prediction: 1
Activation: Sigmoid, PassengerId: 975, Prediction: 0
Activation: Sigmoid, PassengerId: 976, Prediction: 0
Activation: Sigmoid, PassengerId: 977, Prediction: 0
Activation: Sigmoid, PassengerId: 978, Prediction: 0
Activation: Sigmoid, PassengerId: 979, Prediction: 0
Activation: Sigmoid, PassengerId: 980, Prediction: 1
Activation: Sigmoid, PassengerId: 981, Prediction: 1
Activation: Sigmoid, PassengerId: 982, Prediction: 1
Activation: Sigmoid, PassengerId: 983, Prediction: 0
Activation: Sigmoid, PassengerId: 984, Prediction: 1
Activation: Sigmoid, PassengerId: 985, Prediction: 0
Activation: Sigmoid, PassengerId: 986, Prediction: 0
Activation: Sigmoid, PassengerId: 987, Prediction: 0
Activation: Sigmoid, PassengerId: 988, Prediction: 1
Activation: Sigmoid, PassengerId: 989, Prediction: 0
Activation: Sigmoid, PassengerId: 990, Prediction: 0
Activation: Sigmoid, PassengerId: 991, Prediction: 0
Activation: Sigmoid, PassengerId: 992, Prediction: 1
Activation: Sigmoid, PassengerId: 993, Prediction: 0
Activation: Sigmoid, PassengerId: 994, Prediction: 0
Activation: Sigmoid, PassengerId: 995, Prediction: 0
Activation: Sigmoid, PassengerId: 996, Prediction: 1
Activation: Sigmoid, PassengerId: 997, Prediction: 0
Activation: Sigmoid, PassengerId: 998, Prediction: 0
Activation: Sigmoid, PassengerId: 999, Prediction: 0
Activation: Sigmoid, PassengerId: 1000, Prediction: 0
Activation: Sigmoid, PassengerId: 1001, Prediction: 0
Activation: Sigmoid, PassengerId: 1002, Prediction: 0
Activation: Sigmoid, PassengerId: 1003, Prediction: 1
Activation: Sigmoid, PassengerId: 1004, Prediction: 1
Activation: Sigmoid, PassengerId: 1005, Prediction: 1
Activation: Sigmoid, PassengerId: 1006, Prediction: 1
Activation: Sigmoid, PassengerId: 1007, Prediction: 0
Activation: Sigmoid, PassengerId: 1008, Prediction: 0
Activation: Sigmoid, PassengerId: 1009, Prediction: 1
Activation: Sigmoid, PassengerId: 1010, Prediction: 0
Activation: Sigmoid, PassengerId: 1011, Prediction: 1
Activation: Sigmoid, PassengerId: 1012, Prediction: 1
Activation: Sigmoid, PassengerId: 1013, Prediction: 0
Activation: Sigmoid, PassengerId: 1014, Prediction: 1
Activation: Sigmoid, PassengerId: 1015, Prediction: 0
Activation: Sigmoid, PassengerId: 1016, Prediction: 0
Activation: Sigmoid, PassengerId: 1017, Prediction: 1
Activation: Sigmoid, PassengerId: 1018, Prediction: 0
Activation: Sigmoid, PassengerId: 1019, Prediction: 0
Activation: Sigmoid, PassengerId: 1020, Prediction: 0
Activation: Sigmoid, PassengerId: 1021, Prediction: 0
Activation: Sigmoid, PassengerId: 1022, Prediction: 0
Activation: Sigmoid, PassengerId: 1023, Prediction: 0
Activation: Sigmoid, PassengerId: 1024, Prediction: 0
Activation: Sigmoid, PassengerId: 1025, Prediction: 0
Activation: Sigmoid, PassengerId: 1026, Prediction: 0
Activation: Sigmoid, PassengerId: 1027, Prediction: 0
Activation: Sigmoid, PassengerId: 1028, Prediction: 0
Activation: Sigmoid, PassengerId: 1029, Prediction: 0
Activation: Sigmoid, PassengerId: 1030, Prediction: 0
Activation: Sigmoid, PassengerId: 1031, Prediction: 0
Activation: Sigmoid, PassengerId: 1032, Prediction: 0
Activation: Sigmoid, PassengerId: 1033, Prediction: 1
Activation: Sigmoid, PassengerId: 1034, Prediction: 0
Activation: Sigmoid, PassengerId: 1035, Prediction: 0
Activation: Sigmoid, PassengerId: 1036, Prediction: 1
Activation: Sigmoid, PassengerId: 1037, Prediction: 0
Activation: Sigmoid, PassengerId: 1038, Prediction: 0
Activation: Sigmoid, PassengerId: 1039, Prediction: 0
Activation: Sigmoid, PassengerId: 1040, Prediction: 0
Activation: Sigmoid, PassengerId: 1041, Prediction: 0
Activation: Sigmoid, PassengerId: 1042, Prediction: 1
Activation: Sigmoid, PassengerId: 1043, Prediction: 0
Activation: Sigmoid, PassengerId: 1044, Prediction: 0
Activation: Sigmoid, PassengerId: 1045, Prediction: 0
Activation: Sigmoid, PassengerId: 1046, Prediction: 0
Activation: Sigmoid, PassengerId: 1047, Prediction: 0
Activation: Sigmoid, PassengerId: 1048, Prediction: 1
Activation: Sigmoid, PassengerId: 1049, Prediction: 0
Activation: Sigmoid, PassengerId: 1050, Prediction: 1
Activation: Sigmoid, PassengerId: 1051, Prediction: 1
Activation: Sigmoid, PassengerId: 1052, Prediction: 1
Activation: Sigmoid, PassengerId: 1053, Prediction: 1
Activation: Sigmoid, PassengerId: 1054, Prediction: 1
Activation: Sigmoid, PassengerId: 1055, Prediction: 0
Activation: Sigmoid, PassengerId: 1056, Prediction: 0
Activation: Sigmoid, PassengerId: 1057, Prediction: 0
Activation: Sigmoid, PassengerId: 1058, Prediction: 1
Activation: Sigmoid, PassengerId: 1059, Prediction: 0
Activation: Sigmoid, PassengerId: 1060, Prediction: 1
Activation: Sigmoid, PassengerId: 1061, Prediction: 0
Activation: Sigmoid, PassengerId: 1062, Prediction: 0
Activation: Sigmoid, PassengerId: 1063, Prediction: 0
Activation: Sigmoid, PassengerId: 1064, Prediction: 0
Activation: Sigmoid, PassengerId: 1065, Prediction: 0
Activation: Sigmoid, PassengerId: 1066, Prediction: 0
Activation: Sigmoid, PassengerId: 1067, Prediction: 1
Activation: Sigmoid, PassengerId: 1068, Prediction: 1
Activation: Sigmoid, PassengerId: 1069, Prediction: 0
Activation: Sigmoid, PassengerId: 1070, Prediction: 1
Activation: Sigmoid, PassengerId: 1071, Prediction: 1
Activation: Sigmoid, PassengerId: 1072, Prediction: 0
Activation: Sigmoid, PassengerId: 1073, Prediction: 0
Activation: Sigmoid, PassengerId: 1074, Prediction: 1
Activation: Sigmoid, PassengerId: 1075, Prediction: 0
Activation: Sigmoid, PassengerId: 1076, Prediction: 1
Activation: Sigmoid, PassengerId: 1077, Prediction: 0
Activation: Sigmoid, PassengerId: 1078, Prediction: 1
Activation: Sigmoid, PassengerId: 1079, Prediction: 0
Activation: Sigmoid, PassengerId: 1080, Prediction: 0
Activation: Sigmoid, PassengerId: 1081, Prediction: 0
Activation: Sigmoid, PassengerId: 1082, Prediction: 0
Activation: Sigmoid, PassengerId: 1083, Prediction: 0
Activation: Sigmoid, PassengerId: 1084, Prediction: 1
Activation: Sigmoid, PassengerId: 1085, Prediction: 0
Activation: Sigmoid, PassengerId: 1086, Prediction: 1
Activation: Sigmoid, PassengerId: 1087, Prediction: 0
Activation: Sigmoid, PassengerId: 1088, Prediction: 1
Activation: Sigmoid, PassengerId: 1089, Prediction: 0
Activation: Sigmoid, PassengerId: 1090, Prediction: 0
Activation: Sigmoid, PassengerId: 1091, Prediction: 0
Activation: Sigmoid, PassengerId: 1092, Prediction: 1
Activation: Sigmoid, PassengerId: 1093, Prediction: 1
Activation: Sigmoid, PassengerId: 1094, Prediction: 0
Activation: Sigmoid, PassengerId: 1095, Prediction: 1
Activation: Sigmoid, PassengerId: 1096, Prediction: 0
Activation: Sigmoid, PassengerId: 1097, Prediction: 0
Activation: Sigmoid, PassengerId: 1098, Prediction: 0
Activation: Sigmoid, PassengerId: 1099, Prediction: 0
Activation: Sigmoid, PassengerId: 1100, Prediction: 1
Activation: Sigmoid, PassengerId: 1101, Prediction: 0
Activation: Sigmoid, PassengerId: 1102, Prediction: 0
Activation: Sigmoid, PassengerId: 1103, Prediction: 0
Activation: Sigmoid, PassengerId: 1104, Prediction: 0
Activation: Sigmoid, PassengerId: 1105, Prediction: 1
Activation: Sigmoid, PassengerId: 1106, Prediction: 0
Activation: Sigmoid, PassengerId: 1107, Prediction: 0
Activation: Sigmoid, PassengerId: 1108, Prediction: 1
Activation: Sigmoid, PassengerId: 1109, Prediction: 0
Activation: Sigmoid, PassengerId: 1110, Prediction: 1
Activation: Sigmoid, PassengerId: 1111, Prediction: 0
Activation: Sigmoid, PassengerId: 1112, Prediction: 1
Activation: Sigmoid, PassengerId: 1113, Prediction: 0
Activation: Sigmoid, PassengerId: 1114, Prediction: 1
Activation: Sigmoid, PassengerId: 1115, Prediction: 0
Activation: Sigmoid, PassengerId: 1116, Prediction: 1
Activation: Sigmoid, PassengerId: 1117, Prediction: 0
Activation: Sigmoid, PassengerId: 1118, Prediction: 0
Activation: Sigmoid, PassengerId: 1119, Prediction: 1
Activation: Sigmoid, PassengerId: 1120, Prediction: 0
Activation: Sigmoid, PassengerId: 1121, Prediction: 0
Activation: Sigmoid, PassengerId: 1122, Prediction: 0
Activation: Sigmoid, PassengerId: 1123, Prediction: 1
Activation: Sigmoid, PassengerId: 1124, Prediction: 0
Activation: Sigmoid, PassengerId: 1125, Prediction: 0
Activation: Sigmoid, PassengerId: 1126, Prediction: 1
Activation: Sigmoid, PassengerId: 1127, Prediction: 0
Activation: Sigmoid, PassengerId: 1128, Prediction: 0
Activation: Sigmoid, PassengerId: 1129, Prediction: 1
Activation: Sigmoid, PassengerId: 1130, Prediction: 1
Activation: Sigmoid, PassengerId: 1131, Prediction: 1
Activation: Sigmoid, PassengerId: 1132, Prediction: 1
Activation: Sigmoid, PassengerId: 1133, Prediction: 1
Activation: Sigmoid, PassengerId: 1134, Prediction: 1
Activation: Sigmoid, PassengerId: 1135, Prediction: 0
Activation: Sigmoid, PassengerId: 1136, Prediction: 1
Activation: Sigmoid, PassengerId: 1137, Prediction: 0
Activation: Sigmoid, PassengerId: 1138, Prediction: 1
Activation: Sigmoid, PassengerId: 1139, Prediction: 0
Activation: Sigmoid, PassengerId: 1140, Prediction: 1
Activation: Sigmoid, PassengerId: 1141, Prediction: 0
Activation: Sigmoid, PassengerId: 1142, Prediction: 1
Activation: Sigmoid, PassengerId: 1143, Prediction: 0
Activation: Sigmoid, PassengerId: 1144, Prediction: 0
Activation: Sigmoid, PassengerId: 1145, Prediction: 0
Activation: Sigmoid, PassengerId: 1146, Prediction: 0
Activation: Sigmoid, PassengerId: 1147, Prediction: 0
Activation: Sigmoid, PassengerId: 1148, Prediction: 0
Activation: Sigmoid, PassengerId: 1149, Prediction: 0
Activation: Sigmoid, PassengerId: 1150, Prediction: 1
Activation: Sigmoid, PassengerId: 1151, Prediction: 0
Activation: Sigmoid, PassengerId: 1152, Prediction: 0
Activation: Sigmoid, PassengerId: 1153, Prediction: 0
Activation: Sigmoid, PassengerId: 1154, Prediction: 1
Activation: Sigmoid, PassengerId: 1155, Prediction: 1
