Testing with Activation Function: ReLU
Epoch [663/1000] - Loss: 0.2362
Epoch [664/1000] - Loss: 0.2224
Epoch [665/1000] - Loss: 0.2306
Epoch [666/1000] - Loss: 0.2180
Epoch [667/1000] - Loss: 0.2140
Epoch [668/1000] - Loss: 0.2204
Epoch [669/1000] - Loss: 0.2277
Epoch [670/1000] - Loss: 0.2186
Epoch [671/1000] - Loss: 0.2230
Epoch [672/1000] - Loss: 0.2073
Epoch [673/1000] - Loss: 0.2165
Epoch [674/1000] - Loss: 0.2200
Epoch [675/1000] - Loss: 0.2115
Epoch [676/1000] - Loss: 0.2156
Epoch [677/1000] - Loss: 0.2208
Epoch [678/1000] - Loss: 0.2167
Epoch [679/1000] - Loss: 0.2104
Epoch [680/1000] - Loss: 0.2103
Epoch [681/1000] - Loss: 0.2088
Epoch [682/1000] - Loss: 0.2169
Epoch [683/1000] - Loss: 0.2191
Epoch [684/1000] - Loss: 0.2162
Epoch [685/1000] - Loss: 0.2313
Epoch [686/1000] - Loss: 0.2198
Epoch [687/1000] - Loss: 0.2157
Epoch [688/1000] - Loss: 0.2106
Epoch [689/1000] - Loss: 0.2154
Epoch [690/1000] - Loss: 0.2074
Epoch [691/1000] - Loss: 0.2160
Epoch [692/1000] - Loss: 0.2157
Epoch [693/1000] - Loss: 0.2236
Epoch [694/1000] - Loss: 0.2135
Epoch [695/1000] - Loss: 0.2142
Epoch [696/1000] - Loss: 0.2211
Epoch [697/1000] - Loss: 0.2388
Epoch [698/1000] - Loss: 0.2162
Epoch [699/1000] - Loss: 0.2079
Epoch [700/1000] - Loss: 0.2065
Epoch [701/1000] - Loss: 0.2115
Epoch [702/1000] - Loss: 0.2121
Epoch [703/1000] - Loss: 0.2105
Epoch [704/1000] - Loss: 0.2102
Epoch [705/1000] - Loss: 0.2156
Epoch [706/1000] - Loss: 0.2091
Epoch [707/1000] - Loss: 0.2098
Epoch [708/1000] - Loss: 0.2053
Epoch [709/1000] - Loss: 0.1943
Epoch [710/1000] - Loss: 0.2478
Epoch [711/1000] - Loss: 0.2286
Epoch [712/1000] - Loss: 0.2176
Epoch [713/1000] - Loss: 0.2209
Epoch [714/1000] - Loss: 0.2175
Epoch [715/1000] - Loss: 0.2032
Epoch [716/1000] - Loss: 0.2097
Epoch [717/1000] - Loss: 0.2283
Epoch [718/1000] - Loss: 0.2114
Epoch [719/1000] - Loss: 0.2065
Epoch [720/1000] - Loss: 0.2207
Epoch [721/1000] - Loss: 0.2164
Epoch [722/1000] - Loss: 0.1991
Epoch [723/1000] - Loss: 0.2126
Epoch [724/1000] - Loss: 0.2135
Epoch [725/1000] - Loss: 0.2124
Epoch [726/1000] - Loss: 0.2090
Epoch [727/1000] - Loss: 0.2044
Epoch [728/1000] - Loss: 0.2224
Epoch [729/1000] - Loss: 0.1991
Epoch [730/1000] - Loss: 0.2235
Epoch [731/1000] - Loss: 0.2156
Epoch [732/1000] - Loss: 0.2093
Epoch [733/1000] - Loss: 0.2121
Epoch [734/1000] - Loss: 0.2068
Epoch [735/1000] - Loss: 0.2068
Epoch [736/1000] - Loss: 0.2171
Epoch [737/1000] - Loss: 0.2164
Epoch [738/1000] - Loss: 0.2192
Epoch [739/1000] - Loss: 0.2053
Epoch [740/1000] - Loss: 0.2650
Epoch [741/1000] - Loss: 0.2265
Epoch [742/1000] - Loss: 0.2188
Epoch [743/1000] - Loss: 0.2035
Epoch [744/1000] - Loss: 0.2054
Epoch [745/1000] - Loss: 0.2074
Epoch [746/1000] - Loss: 0.2071
Epoch [747/1000] - Loss: 0.2125
Epoch [748/1000] - Loss: 0.2021
Epoch [749/1000] - Loss: 0.2117
Epoch [750/1000] - Loss: 0.2092
Epoch [751/1000] - Loss: 0.2203
Epoch [752/1000] - Loss: 0.2020
Epoch [753/1000] - Loss: 0.2012
Epoch [754/1000] - Loss: 0.2041
Epoch [755/1000] - Loss: 0.2091
Epoch [756/1000] - Loss: 0.2085
Epoch [757/1000] - Loss: 0.2076
Epoch [758/1000] - Loss: 0.2250
Epoch [759/1000] - Loss: 0.2114
Epoch [760/1000] - Loss: 0.2067
Epoch [761/1000] - Loss: 0.2076
Epoch [762/1000] - Loss: 0.2123
Epoch [763/1000] - Loss: 0.2034
Epoch [764/1000] - Loss: 0.2038
Epoch [765/1000] - Loss: 0.1978
Epoch [766/1000] - Loss: 0.2135
Epoch [767/1000] - Loss: 0.2078
Epoch [768/1000] - Loss: 0.2119
Epoch [769/1000] - Loss: 0.1987
Epoch [770/1000] - Loss: 0.1960
Epoch [771/1000] - Loss: 0.2195
Epoch [772/1000] - Loss: 0.2370
Epoch [773/1000] - Loss: 0.2223
Epoch [774/1000] - Loss: 0.2039
Epoch [775/1000] - Loss: 0.2063
Epoch [776/1000] - Loss: 0.2550
Epoch [777/1000] - Loss: 0.2380
Epoch [778/1000] - Loss: 0.2183
Epoch [779/1000] - Loss: 0.2063
Epoch [780/1000] - Loss: 0.2093
Epoch [781/1000] - Loss: 0.1906
Epoch [782/1000] - Loss: 0.1976
Epoch [783/1000] - Loss: 0.2100
Epoch [784/1000] - Loss: 0.2120
Epoch [785/1000] - Loss: 0.1928
Epoch [786/1000] - Loss: 0.1990
Epoch [787/1000] - Loss: 0.2095
Epoch [788/1000] - Loss: 0.2089
Epoch [789/1000] - Loss: 0.3064
Epoch [790/1000] - Loss: 0.2921
Epoch [791/1000] - Loss: 0.2156
Epoch [792/1000] - Loss: 0.1976
Epoch [793/1000] - Loss: 0.1959
Epoch [794/1000] - Loss: 0.2030
Epoch [795/1000] - Loss: 0.1933
Epoch [796/1000] - Loss: 0.1983
Epoch [797/1000] - Loss: 0.2110
Epoch [798/1000] - Loss: 0.2107
Epoch [799/1000] - Loss: 0.2107
Epoch [800/1000] - Loss: 0.2067
Epoch [801/1000] - Loss: 0.2059
Epoch [802/1000] - Loss: 0.1985
Epoch [803/1000] - Loss: 0.2050
Epoch [804/1000] - Loss: 0.1917
Epoch [805/1000] - Loss: 0.1995
Epoch [806/1000] - Loss: 0.1944
Epoch [807/1000] - Loss: 0.1939
Epoch [808/1000] - Loss: 0.2033
Epoch [809/1000] - Loss: 0.1904
Epoch [810/1000] - Loss: 0.2110
Epoch [811/1000] - Loss: 0.2024
Epoch [812/1000] - Loss: 0.1877
Epoch [813/1000] - Loss: 0.1903
Epoch [814/1000] - Loss: 0.2045
Epoch [815/1000] - Loss: 0.1919
Epoch [816/1000] - Loss: 0.1846
Epoch [817/1000] - Loss: 0.1905
Epoch [818/1000] - Loss: 0.1888
Epoch [819/1000] - Loss: 0.1931
Epoch [820/1000] - Loss: 0.2061
Epoch [821/1000] - Loss: 0.2142
Epoch [822/1000] - Loss: 0.2301
Epoch [823/1000] - Loss: 0.2131
Epoch [824/1000] - Loss: 0.1910
Epoch [825/1000] - Loss: 0.1989
Epoch [826/1000] - Loss: 0.1945
Epoch [827/1000] - Loss: 0.1903
Epoch [828/1000] - Loss: 0.2001
Epoch [829/1000] - Loss: 0.1965
Epoch [830/1000] - Loss: 0.1943
Epoch [831/1000] - Loss: 0.1904
Epoch [832/1000] - Loss: 0.2022
Epoch [833/1000] - Loss: 0.1931
Epoch [834/1000] - Loss: 0.1936
Epoch [835/1000] - Loss: 0.1936
Epoch [836/1000] - Loss: 0.1971
Epoch [837/1000] - Loss: 0.1907
Epoch [838/1000] - Loss: 0.2006
Epoch [839/1000] - Loss: 0.1929
Epoch [840/1000] - Loss: 0.2211
Epoch [841/1000] - Loss: 0.4307
Epoch [842/1000] - Loss: 0.2572
Epoch [843/1000] - Loss: 0.2430
Epoch [844/1000] - Loss: 0.2069
Epoch [845/1000] - Loss: 0.1923
Epoch [846/1000] - Loss: 0.1956
Epoch [847/1000] - Loss: 0.1921
Epoch [848/1000] - Loss: 0.1980
Epoch [849/1000] - Loss: 0.1949
Epoch [850/1000] - Loss: 0.1880
Epoch [851/1000] - Loss: 0.1883
Epoch [852/1000] - Loss: 0.1889
Epoch [853/1000] - Loss: 0.1956
Epoch [854/1000] - Loss: 0.1848
Epoch [855/1000] - Loss: 0.1888
Epoch [856/1000] - Loss: 0.1906
Epoch [857/1000] - Loss: 0.1828
Epoch [858/1000] - Loss: 0.1880
Epoch [859/1000] - Loss: 0.1867
Epoch [860/1000] - Loss: 0.1866
Epoch [861/1000] - Loss: 0.1913
Epoch [862/1000] - Loss: 0.1857
Epoch [863/1000] - Loss: 0.2033
Epoch [864/1000] - Loss: 0.1943
Epoch [865/1000] - Loss: 0.1904
Epoch [866/1000] - Loss: 0.1820
Epoch [867/1000] - Loss: 0.1894
Epoch [868/1000] - Loss: 0.1842
Epoch [869/1000] - Loss: 0.1961
Epoch [870/1000] - Loss: 0.1904
Epoch [871/1000] - Loss: 0.1897
Epoch [872/1000] - Loss: 0.2000
Epoch [873/1000] - Loss: 0.1967
Epoch [874/1000] - Loss: 0.1945
Epoch [875/1000] - Loss: 0.1972
Epoch [876/1000] - Loss: 0.1828
Epoch [877/1000] - Loss: 0.1869
Epoch [878/1000] - Loss: 0.2105
Epoch [879/1000] - Loss: 0.2004
Epoch [880/1000] - Loss: 0.2055
Epoch [881/1000] - Loss: 0.2230
Epoch [882/1000] - Loss: 0.2799
Epoch [883/1000] - Loss: 0.2369
Epoch [884/1000] - Loss: 0.2353
Epoch [885/1000] - Loss: 0.2111
Epoch [886/1000] - Loss: 0.2423
Epoch [887/1000] - Loss: 0.2836
Epoch [888/1000] - Loss: 0.2167
Epoch [889/1000] - Loss: 0.1906
Epoch [890/1000] - Loss: 0.1955
Epoch [891/1000] - Loss: 0.1917
Epoch [892/1000] - Loss: 0.1866
Epoch [893/1000] - Loss: 0.1980
Epoch [894/1000] - Loss: 0.1925
Epoch [895/1000] - Loss: 0.1893
Epoch [896/1000] - Loss: 0.1826
Epoch [897/1000] - Loss: 0.1874
Epoch [898/1000] - Loss: 0.1838
Epoch [899/1000] - Loss: 0.1830
Epoch [900/1000] - Loss: 0.1985
Epoch [901/1000] - Loss: 0.1906
Epoch [902/1000] - Loss: 0.1896
Epoch [903/1000] - Loss: 0.1813
Epoch [904/1000] - Loss: 0.1792
Epoch [905/1000] - Loss: 0.1876
Epoch [906/1000] - Loss: 0.1815
Epoch [907/1000] - Loss: 0.1834
Epoch [908/1000] - Loss: 0.1953
Epoch [909/1000] - Loss: 0.2120
Epoch [910/1000] - Loss: 0.1887
Epoch [911/1000] - Loss: 0.1890
Epoch [912/1000] - Loss: 0.1829
Epoch [913/1000] - Loss: 0.1824
Epoch [914/1000] - Loss: 0.1854
Epoch [915/1000] - Loss: 0.1813
Epoch [916/1000] - Loss: 0.1801
Epoch [917/1000] - Loss: 0.1867
Epoch [918/1000] - Loss: 0.1835
Epoch [919/1000] - Loss: 0.1869
Epoch [920/1000] - Loss: 0.1873
Epoch [921/1000] - Loss: 0.1799
Epoch [922/1000] - Loss: 0.1840
Epoch [923/1000] - Loss: 0.1867
Epoch [924/1000] - Loss: 0.1825
Epoch [925/1000] - Loss: 0.1830
Epoch [926/1000] - Loss: 0.1968
Epoch [927/1000] - Loss: 0.1991
Epoch [928/1000] - Loss: 0.1959
Epoch [929/1000] - Loss: 0.1877
Epoch [930/1000] - Loss: 0.2123
Epoch [931/1000] - Loss: 0.1891
Epoch [932/1000] - Loss: 0.1927
Epoch [933/1000] - Loss: 0.2086
Epoch [934/1000] - Loss: 0.2394
Epoch [935/1000] - Loss: 0.4451
Epoch [936/1000] - Loss: 0.2764
Epoch [937/1000] - Loss: 0.2358
Epoch [938/1000] - Loss: 0.2295
Epoch [939/1000] - Loss: 0.1954
Epoch [940/1000] - Loss: 0.1971
Epoch [941/1000] - Loss: 0.1811
Epoch [942/1000] - Loss: 0.1941
Epoch [943/1000] - Loss: 0.1867
Epoch [944/1000] - Loss: 0.1858
Epoch [945/1000] - Loss: 0.1903
Epoch [946/1000] - Loss: 0.1817
Epoch [947/1000] - Loss: 0.1797
Epoch [948/1000] - Loss: 0.1823
Epoch [949/1000] - Loss: 0.1832
Epoch [950/1000] - Loss: 0.1750
Epoch [951/1000] - Loss: 0.1862
Epoch [952/1000] - Loss: 0.1833
Epoch [953/1000] - Loss: 0.1798
Epoch [954/1000] - Loss: 0.1831
Epoch [955/1000] - Loss: 0.1777
Epoch [956/1000] - Loss: 0.1769
Epoch [957/1000] - Loss: 0.1851
Epoch [958/1000] - Loss: 0.2065
Epoch [959/1000] - Loss: 0.1819
Epoch [960/1000] - Loss: 0.1845
Epoch [961/1000] - Loss: 0.1820
Epoch [962/1000] - Loss: 0.1731
Epoch [963/1000] - Loss: 0.1765
Epoch [964/1000] - Loss: 0.1870
Epoch [965/1000] - Loss: 0.1914
Epoch [966/1000] - Loss: 0.1767
Epoch [967/1000] - Loss: 0.1854
Epoch [968/1000] - Loss: 0.1809
Epoch [969/1000] - Loss: 0.1817
Epoch [970/1000] - Loss: 0.1906
Epoch [971/1000] - Loss: 0.1876
Epoch [972/1000] - Loss: 0.1865
Epoch [973/1000] - Loss: 0.1804
Epoch [974/1000] - Loss: 0.1934
Epoch [975/1000] - Loss: 0.2081
Epoch [976/1000] - Loss: 0.2359
Epoch [977/1000] - Loss: 0.2145
Epoch [978/1000] - Loss: 0.1846
Epoch [979/1000] - Loss: 0.1868
Epoch [980/1000] - Loss: 0.1803
Epoch [981/1000] - Loss: 0.1889
Epoch [982/1000] - Loss: 0.1827
Epoch [983/1000] - Loss: 0.1829
Epoch [984/1000] - Loss: 0.1828
Epoch [985/1000] - Loss: 0.1763
Epoch [986/1000] - Loss: 0.1822
Epoch [987/1000] - Loss: 0.1794
Epoch [988/1000] - Loss: 0.1870
Epoch [989/1000] - Loss: 0.1784
Epoch [990/1000] - Loss: 0.1977
Epoch [991/1000] - Loss: 0.1930
Epoch [992/1000] - Loss: 0.1891
Epoch [993/1000] - Loss: 0.2586
Epoch [994/1000] - Loss: 0.2065
Epoch [995/1000] - Loss: 0.1898
Epoch [996/1000] - Loss: 0.1894
Epoch [997/1000] - Loss: 0.1886
Epoch [998/1000] - Loss: 0.1854
Epoch [999/1000] - Loss: 0.1767
Epoch [1000/1000] - Loss: 0.1802
Validation Accuracy: 0.78%
[TEST]
Activation: ReLU, PassengerId: 892, Prediction: 0
Activation: ReLU, PassengerId: 893, Prediction: 0
Activation: ReLU, PassengerId: 894, Prediction: 0
Activation: ReLU, PassengerId: 895, Prediction: 0
Activation: ReLU, PassengerId: 896, Prediction: 1
Activation: ReLU, PassengerId: 897, Prediction: 0
Activation: ReLU, PassengerId: 898, Prediction: 0
Activation: ReLU, PassengerId: 899, Prediction: 0
Activation: ReLU, PassengerId: 900, Prediction: 1
Activation: ReLU, PassengerId: 901, Prediction: 0
Activation: ReLU, PassengerId: 902, Prediction: 0
Activation: ReLU, PassengerId: 903, Prediction: 1
Activation: ReLU, PassengerId: 904, Prediction: 1
Activation: ReLU, PassengerId: 905, Prediction: 0
Activation: ReLU, PassengerId: 906, Prediction: 1
Activation: ReLU, PassengerId: 907, Prediction: 1
Activation: ReLU, PassengerId: 908, Prediction: 0
Activation: ReLU, PassengerId: 909, Prediction: 1
Activation: ReLU, PassengerId: 910, Prediction: 1
Activation: ReLU, PassengerId: 911, Prediction: 1
Activation: ReLU, PassengerId: 912, Prediction: 1
Activation: ReLU, PassengerId: 913, Prediction: 1
Activation: ReLU, PassengerId: 914, Prediction: 1
Activation: ReLU, PassengerId: 915, Prediction: 1
Activation: ReLU, PassengerId: 916, Prediction: 0
Activation: ReLU, PassengerId: 917, Prediction: 0
Activation: ReLU, PassengerId: 918, Prediction: 1
Activation: ReLU, PassengerId: 919, Prediction: 0
Activation: ReLU, PassengerId: 920, Prediction: 0
Activation: ReLU, PassengerId: 921, Prediction: 0
Activation: ReLU, PassengerId: 922, Prediction: 0
Activation: ReLU, PassengerId: 923, Prediction: 0
Activation: ReLU, PassengerId: 924, Prediction: 0
Activation: ReLU, PassengerId: 925, Prediction: 0
Activation: ReLU, PassengerId: 926, Prediction: 0
Activation: ReLU, PassengerId: 927, Prediction: 1
Activation: ReLU, PassengerId: 928, Prediction: 0
Activation: ReLU, PassengerId: 929, Prediction: 0
Activation: ReLU, PassengerId: 930, Prediction: 0
Activation: ReLU, PassengerId: 931, Prediction: 0
Activation: ReLU, PassengerId: 932, Prediction: 0
Activation: ReLU, PassengerId: 933, Prediction: 0
Activation: ReLU, PassengerId: 934, Prediction: 0
Activation: ReLU, PassengerId: 935, Prediction: 1
Activation: ReLU, PassengerId: 936, Prediction: 1
Activation: ReLU, PassengerId: 937, Prediction: 0
Activation: ReLU, PassengerId: 938, Prediction: 0
Activation: ReLU, PassengerId: 939, Prediction: 0
Activation: ReLU, PassengerId: 940, Prediction: 1
Activation: ReLU, PassengerId: 941, Prediction: 0
Activation: ReLU, PassengerId: 942, Prediction: 0
Activation: ReLU, PassengerId: 943, Prediction: 0
Activation: ReLU, PassengerId: 944, Prediction: 1
Activation: ReLU, PassengerId: 945, Prediction: 1
Activation: ReLU, PassengerId: 946, Prediction: 0
Activation: ReLU, PassengerId: 947, Prediction: 0
Activation: ReLU, PassengerId: 948, Prediction: 0
Activation: ReLU, PassengerId: 949, Prediction: 0
Activation: ReLU, PassengerId: 950, Prediction: 0
Activation: ReLU, PassengerId: 951, Prediction: 1
Activation: ReLU, PassengerId: 952, Prediction: 0
Activation: ReLU, PassengerId: 953, Prediction: 0
Activation: ReLU, PassengerId: 954, Prediction: 0
Activation: ReLU, PassengerId: 955, Prediction: 1
Activation: ReLU, PassengerId: 956, Prediction: 1
Activation: ReLU, PassengerId: 957, Prediction: 1
Activation: ReLU, PassengerId: 958, Prediction: 0
Activation: ReLU, PassengerId: 959, Prediction: 0
Activation: ReLU, PassengerId: 960, Prediction: 0
Activation: ReLU, PassengerId: 961, Prediction: 0
Activation: ReLU, PassengerId: 962, Prediction: 1
Activation: ReLU, PassengerId: 963, Prediction: 0
Activation: ReLU, PassengerId: 964, Prediction: 0
Activation: ReLU, PassengerId: 965, Prediction: 0
Activation: ReLU, PassengerId: 966, Prediction: 1
Activation: ReLU, PassengerId: 967, Prediction: 0
Activation: ReLU, PassengerId: 968, Prediction: 0
Activation: ReLU, PassengerId: 969, Prediction: 1
Activation: ReLU, PassengerId: 970, Prediction: 0
Activation: ReLU, PassengerId: 971, Prediction: 1
Activation: ReLU, PassengerId: 972, Prediction: 1
Activation: ReLU, PassengerId: 973, Prediction: 1
Activation: ReLU, PassengerId: 974, Prediction: 1
Activation: ReLU, PassengerId: 975, Prediction: 0
Activation: ReLU, PassengerId: 976, Prediction: 0
Activation: ReLU, PassengerId: 977, Prediction: 0
Activation: ReLU, PassengerId: 978, Prediction: 0
Activation: ReLU, PassengerId: 979, Prediction: 1
Activation: ReLU, PassengerId: 980, Prediction: 1
Activation: ReLU, PassengerId: 981, Prediction: 1
Activation: ReLU, PassengerId: 982, Prediction: 0
Activation: ReLU, PassengerId: 983, Prediction: 0
Activation: ReLU, PassengerId: 984, Prediction: 1
Activation: ReLU, PassengerId: 985, Prediction: 0
Activation: ReLU, PassengerId: 986, Prediction: 0
Activation: ReLU, PassengerId: 987, Prediction: 0
Activation: ReLU, PassengerId: 988, Prediction: 1
Activation: ReLU, PassengerId: 989, Prediction: 0
Activation: ReLU, PassengerId: 990, Prediction: 0
Activation: ReLU, PassengerId: 991, Prediction: 0
Activation: ReLU, PassengerId: 992, Prediction: 1
Activation: ReLU, PassengerId: 993, Prediction: 0
Activation: ReLU, PassengerId: 994, Prediction: 0
Activation: ReLU, PassengerId: 995, Prediction: 0
Activation: ReLU, PassengerId: 996, Prediction: 1
Activation: ReLU, PassengerId: 997, Prediction: 0
Activation: ReLU, PassengerId: 998, Prediction: 0
Activation: ReLU, PassengerId: 999, Prediction: 0
Activation: ReLU, PassengerId: 1000, Prediction: 0
Activation: ReLU, PassengerId: 1001, Prediction: 0
Activation: ReLU, PassengerId: 1002, Prediction: 0
Activation: ReLU, PassengerId: 1003, Prediction: 1
Activation: ReLU, PassengerId: 1004, Prediction: 1
Activation: ReLU, PassengerId: 1005, Prediction: 0
Activation: ReLU, PassengerId: 1006, Prediction: 1
Activation: ReLU, PassengerId: 1007, Prediction: 1
Activation: ReLU, PassengerId: 1008, Prediction: 0
Activation: ReLU, PassengerId: 1009, Prediction: 1
Activation: ReLU, PassengerId: 1010, Prediction: 0
Activation: ReLU, PassengerId: 1011, Prediction: 1
Activation: ReLU, PassengerId: 1012, Prediction: 1
Activation: ReLU, PassengerId: 1013, Prediction: 0
Activation: ReLU, PassengerId: 1014, Prediction: 1
Activation: ReLU, PassengerId: 1015, Prediction: 0
Activation: ReLU, PassengerId: 1016, Prediction: 0
Activation: ReLU, PassengerId: 1017, Prediction: 1
Activation: ReLU, PassengerId: 1018, Prediction: 0
Activation: ReLU, PassengerId: 1019, Prediction: 0
Activation: ReLU, PassengerId: 1020, Prediction: 0
Activation: ReLU, PassengerId: 1021, Prediction: 0
Activation: ReLU, PassengerId: 1022, Prediction: 0
Activation: ReLU, PassengerId: 1023, Prediction: 0
Activation: ReLU, PassengerId: 1024, Prediction: 0
Activation: ReLU, PassengerId: 1025, Prediction: 0
Activation: ReLU, PassengerId: 1026, Prediction: 0
Activation: ReLU, PassengerId: 1027, Prediction: 0
Activation: ReLU, PassengerId: 1028, Prediction: 0
Activation: ReLU, PassengerId: 1029, Prediction: 0
Activation: ReLU, PassengerId: 1030, Prediction: 0
Activation: ReLU, PassengerId: 1031, Prediction: 0
Activation: ReLU, PassengerId: 1032, Prediction: 0
Activation: ReLU, PassengerId: 1033, Prediction: 1
Activation: ReLU, PassengerId: 1034, Prediction: 0
Activation: ReLU, PassengerId: 1035, Prediction: 0
Activation: ReLU, PassengerId: 1036, Prediction: 1
Activation: ReLU, PassengerId: 1037, Prediction: 0
Activation: ReLU, PassengerId: 1038, Prediction: 0
Activation: ReLU, PassengerId: 1039, Prediction: 0
Activation: ReLU, PassengerId: 1040, Prediction: 0
Activation: ReLU, PassengerId: 1041, Prediction: 0
Activation: ReLU, PassengerId: 1042, Prediction: 1
Activation: ReLU, PassengerId: 1043, Prediction: 0
Activation: ReLU, PassengerId: 1044, Prediction: 0
Activation: ReLU, PassengerId: 1045, Prediction: 0
Activation: ReLU, PassengerId: 1046, Prediction: 0
Activation: ReLU, PassengerId: 1047, Prediction: 0
Activation: ReLU, PassengerId: 1048, Prediction: 1
Activation: ReLU, PassengerId: 1049, Prediction: 0
Activation: ReLU, PassengerId: 1050, Prediction: 1
Activation: ReLU, PassengerId: 1051, Prediction: 1
Activation: ReLU, PassengerId: 1052, Prediction: 1
Activation: ReLU, PassengerId: 1053, Prediction: 1
Activation: ReLU, PassengerId: 1054, Prediction: 0
Activation: ReLU, PassengerId: 1055, Prediction: 0
Activation: ReLU, PassengerId: 1056, Prediction: 0
Activation: ReLU, PassengerId: 1057, Prediction: 0
Activation: ReLU, PassengerId: 1058, Prediction: 0
Activation: ReLU, PassengerId: 1059, Prediction: 0
Activation: ReLU, PassengerId: 1060, Prediction: 1
Activation: ReLU, PassengerId: 1061, Prediction: 0
Activation: ReLU, PassengerId: 1062, Prediction: 0
Activation: ReLU, PassengerId: 1063, Prediction: 0
Activation: ReLU, PassengerId: 1064, Prediction: 0
Activation: ReLU, PassengerId: 1065, Prediction: 0
Activation: ReLU, PassengerId: 1066, Prediction: 0
Activation: ReLU, PassengerId: 1067, Prediction: 0
Activation: ReLU, PassengerId: 1068, Prediction: 1
Activation: ReLU, PassengerId: 1069, Prediction: 0
Activation: ReLU, PassengerId: 1070, Prediction: 0
Activation: ReLU, PassengerId: 1071, Prediction: 1
Activation: ReLU, PassengerId: 1072, Prediction: 0
Activation: ReLU, PassengerId: 1073, Prediction: 1
Activation: ReLU, PassengerId: 1074, Prediction: 1
Activation: ReLU, PassengerId: 1075, Prediction: 0
Activation: ReLU, PassengerId: 1076, Prediction: 0
Activation: ReLU, PassengerId: 1077, Prediction: 0
Activation: ReLU, PassengerId: 1078, Prediction: 1
Activation: ReLU, PassengerId: 1079, Prediction: 0
Activation: ReLU, PassengerId: 1080, Prediction: 0
Activation: ReLU, PassengerId: 1081, Prediction: 0
Activation: ReLU, PassengerId: 1082, Prediction: 0
Activation: ReLU, PassengerId: 1083, Prediction: 0
Activation: ReLU, PassengerId: 1084, Prediction: 0
Activation: ReLU, PassengerId: 1085, Prediction: 0
Activation: ReLU, PassengerId: 1086, Prediction: 1
Activation: ReLU, PassengerId: 1087, Prediction: 0
Activation: ReLU, PassengerId: 1088, Prediction: 1
Activation: ReLU, PassengerId: 1089, Prediction: 1
Activation: ReLU, PassengerId: 1090, Prediction: 0
Activation: ReLU, PassengerId: 1091, Prediction: 0
Activation: ReLU, PassengerId: 1092, Prediction: 1
Activation: ReLU, PassengerId: 1093, Prediction: 1
Activation: ReLU, PassengerId: 1094, Prediction: 0
Activation: ReLU, PassengerId: 1095, Prediction: 1
Activation: ReLU, PassengerId: 1096, Prediction: 0
Activation: ReLU, PassengerId: 1097, Prediction: 0
Activation: ReLU, PassengerId: 1098, Prediction: 0
Activation: ReLU, PassengerId: 1099, Prediction: 0
Activation: ReLU, PassengerId: 1100, Prediction: 1
Activation: ReLU, PassengerId: 1101, Prediction: 0
Activation: ReLU, PassengerId: 1102, Prediction: 0
Activation: ReLU, PassengerId: 1103, Prediction: 0
Activation: ReLU, PassengerId: 1104, Prediction: 0
Activation: ReLU, PassengerId: 1105, Prediction: 1
Activation: ReLU, PassengerId: 1106, Prediction: 1
Activation: ReLU, PassengerId: 1107, Prediction: 0
Activation: ReLU, PassengerId: 1108, Prediction: 1
Activation: ReLU, PassengerId: 1109, Prediction: 1
Activation: ReLU, PassengerId: 1110, Prediction: 1
Activation: ReLU, PassengerId: 1111, Prediction: 0
Activation: ReLU, PassengerId: 1112, Prediction: 1
Activation: ReLU, PassengerId: 1113, Prediction: 0
Activation: ReLU, PassengerId: 1114, Prediction: 1
Activation: ReLU, PassengerId: 1115, Prediction: 0
Activation: ReLU, PassengerId: 1116, Prediction: 1
Activation: ReLU, PassengerId: 1117, Prediction: 0
Activation: ReLU, PassengerId: 1118, Prediction: 0
Activation: ReLU, PassengerId: 1119, Prediction: 1
Activation: ReLU, PassengerId: 1120, Prediction: 0
Activation: ReLU, PassengerId: 1121, Prediction: 0
Activation: ReLU, PassengerId: 1122, Prediction: 0
Activation: ReLU, PassengerId: 1123, Prediction: 1
Activation: ReLU, PassengerId: 1124, Prediction: 0
Activation: ReLU, PassengerId: 1125, Prediction: 0
Activation: ReLU, PassengerId: 1126, Prediction: 0
Activation: ReLU, PassengerId: 1127, Prediction: 0
Activation: ReLU, PassengerId: 1128, Prediction: 0
Activation: ReLU, PassengerId: 1129, Prediction: 1
Activation: ReLU, PassengerId: 1130, Prediction: 1
Activation: ReLU, PassengerId: 1131, Prediction: 1
Activation: ReLU, PassengerId: 1132, Prediction: 1
Activation: ReLU, PassengerId: 1133, Prediction: 1
Activation: ReLU, PassengerId: 1134, Prediction: 0
Activation: ReLU, PassengerId: 1135, Prediction: 0
Activation: ReLU, PassengerId: 1136, Prediction: 1
Activation: ReLU, PassengerId: 1137, Prediction: 0
Activation: ReLU, PassengerId: 1138, Prediction: 1
Activation: ReLU, PassengerId: 1139, Prediction: 0
Activation: ReLU, PassengerId: 1140, Prediction: 1
Activation: ReLU, PassengerId: 1141, Prediction: 0
Activation: ReLU, PassengerId: 1142, Prediction: 1
Activation: ReLU, PassengerId: 1143, Prediction: 0
Activation: ReLU, PassengerId: 1144, Prediction: 0
Activation: ReLU, PassengerId: 1145, Prediction: 0
Activation: ReLU, PassengerId: 1146, Prediction: 0
Activation: ReLU, PassengerId: 1147, Prediction: 0
Activation: ReLU, PassengerId: 1148, Prediction: 0
Activation: ReLU, PassengerId: 1149, Prediction: 0
